timestamp,total_bytes,throughput_mbps,dst_ip_entropy,avg_fan_out
1770112352596,72805347,13.887,3.906,1.82
1770112412592,98206368,18.731,3.854,1.75
1770112433831,71684098,13.673,3.813,1.74
1770112435468,71684098,13.673,3.813,1.74
1770112443465,61758674,11.78,3.731,1.78
1770112443509,61758674,11.78,3.731,1.78
1770112461053,51411396,9.806,3.859,2.0
1770112461137,51411396,9.806,3.859,2.0
1770112465586,35867381,6.841,3.904,1.97
1770112465647,35867381,6.841,3.904,1.97
1770112470622,38538472,7.351,3.906,1.94
1770112475593,27404186,5.227,3.885,1.89
1770112480609,29034167,5.538,3.902,1.91
1770112485569,28979012,5.527,3.875,1.94
1770112487048,28979012,5.527,3.875,1.94
1770112487106,28979012,5.527,3.875,1.94
1770112492057,32408921,6.182,3.907,1.92
1770112497069,34141847,6.512,3.99,1.91
1770112502067,33819303,6.451,4.033,1.87
1770112507066,29363186,5.601,4.075,1.91
1770112512065,27293920,5.206,4.112,1.91
1770112517080,24482636,4.67,4.177,1.91
1770112520506,22257295,4.245,4.132,1.96
1770112520569,22257295,4.245,4.132,1.96
1770112521310,22257295,4.245,4.132,1.96
1770112521360,22257295,4.245,4.132,1.96
1770112523066,22203891,4.235,4.122,1.91
1770112523123,22203891,4.235,4.122,1.91
1770112527887,19364294,3.693,4.116,1.91
1770112527940,19364294,3.693,4.116,1.91
1770112530585,19364294,3.693,4.116,1.91
1770112530674,19364294,3.693,4.116,1.91
1770112535596,19352228,3.691,4.069,1.98
1770112541584,19026830,3.629,4.036,1.93
1770112546587,15326760,2.923,4.053,1.93
1770112551591,11194023,2.135,4.052,1.93
1770112555602,11196178,2.136,4.05,1.91
1770112561596,11203694,2.137,4.08,1.91
1770112565606,13739353,2.621,4.074,1.93
1770112570591,8750086,1.669,4.108,1.93
1770112576592,8740337,1.667,4.088,1.89
1770112581593,8747021,1.668,4.051,1.84
1770112585622,13692227,2.612,4.016,1.86
1770112590598,13690416,2.611,4.002,1.82
1770112596616,13606500,2.595,3.999,1.78
1770112600716,13606326,2.595,3.993,1.74
1770112606593,15309373,2.92,3.957,1.73
1770112611575,15298146,2.918,3.963,1.76
1770112616580,15287466,2.916,3.968,1.76
1770112621581,15286378,2.916,3.942,1.76
1770112626592,16812239,3.207,3.951,1.8
1770112630591,16813035,3.207,3.952,1.8
1770112636592,17349822,3.309,3.926,1.8
1770112640608,16437723,3.135,3.913,1.82
1770112646589,16422316,3.132,3.911,1.78
1770112651587,16418466,3.132,3.862,1.83
1770112656600,16410337,3.13,3.861,1.81
1770112661602,16406723,3.129,3.857,1.88
1770112666594,16406982,3.129,3.882,1.88
1770112671580,13717753,2.616,3.823,1.82
1770112676581,13719503,2.617,3.872,1.85
1770112681593,8844202,1.687,3.915,1.86
1770112686593,9023212,1.721,3.931,1.88
1770112691590,5710573,1.089,3.969,1.87
1770112696578,6586497,1.256,3.947,1.89
1770112701587,5654958,1.079,3.858,1.93
1770112712588,4660171,0.889,3.831,1.88
1770112730238,7252025,1.383,3.783,1.9
1770112730608,7252025,1.383,3.783,1.9
1770112736603,8074214,1.54,3.741,1.9
1770112741594,9265962,1.767,3.723,1.88
1770112746613,10644378,2.03,3.692,1.88
1770112751626,10829759,2.066,3.68,1.86
1770112756352,10540708,2.01,3.777,1.89
1770112761590,10071419,1.921,3.77,1.82
1770112766581,10784139,2.057,3.794,1.8
1770112771592,11012265,2.1,3.771,1.83
1770112776386,11218419,2.14,3.669,1.78
1770112781604,10476988,1.998,3.652,1.75
1770112786589,9599011,1.831,3.67,1.72
1770112791579,8069918,1.539,3.67,1.72
1770112796597,8044461,1.534,3.676,1.72
1770112801580,6266314,1.195,3.626,1.84
1770112806600,6704764,1.279,3.603,1.78
1770112811610,5999787,1.144,3.617,1.74
1770112816632,5753558,1.097,3.646,1.77
1770112821642,4767220,0.909,3.601,1.77
1770112826618,4348638,0.829,3.567,1.81
1770112831610,3436966,0.656,3.576,1.76
1770112836584,2084964,0.398,3.539,1.82
1770112892588,18235815,3.478,4.065,1.84
1770112952607,44242057,8.439,3.789,1.84
1770113012611,10023718,1.912,4.07,1.98
1770113072586,5921020,1.129,3.957,1.89
1770113076358,8901438,1.698,3.958,1.87
1770113078890,8901438,1.698,3.958,1.87
1770113078969,8901438,1.698,3.958,1.87
1770113080936,8901438,1.698,3.958,1.87
1770113081027,8901438,1.698,3.958,1.87
1770113084935,11602183,2.213,3.933,1.91
1770113085032,11602183,2.213,3.933,1.91
1770113087893,16065282,3.064,3.924,1.93
1770113087963,16065282,3.064,3.924,1.93
1770113089795,16065282,3.064,3.924,1.93
1770113089886,16065282,3.064,3.924,1.93
1770113094804,19513515,3.722,3.945,1.93
1770113099796,21485324,4.098,3.892,1.86
1770113102692,21615691,4.123,3.876,1.88
1770113102747,21615691,4.123,3.876,1.88
1770113167119,14997343,2.861,3.815,1.79
1770113167183,14997343,2.861,3.815,1.79
1770113169399,14997343,2.861,3.815,1.79
1770113169483,14997343,2.861,3.815,1.79
1770113174402,17250797,3.29,3.807,1.79
1770113657094,21644200,4.128,3.7,1.89
1770113657157,21644200,4.128,3.7,1.89
1770113658230,21644200,4.128,3.7,1.89
1770113658303,21644200,4.128,3.7,1.89
1770113661801,21353329,4.073,3.738,1.8
1770113661874,21353329,4.073,3.738,1.8
1770113666808,23676489,4.516,3.799,1.84
1770113671790,22059507,4.208,3.793,1.85
1770113676814,22072368,4.21,3.829,1.88
1770113681794,21814972,4.161,3.849,1.9
1770113686812,21815073,4.161,3.837,1.9
1770113691799,21757030,4.15,3.825,1.9
1770113697603,21762307,4.151,3.801,1.9
1770113702583,17192125,3.279,3.74,1.88
1770113707591,17114126,3.264,3.778,1.86
1770113712589,8355443,1.594,3.774,1.84
1770113717589,10416036,1.987,3.744,1.86
1770113722601,14264035,2.721,3.69,1.95
1770113727596,22065796,4.209,3.533,1.89
1770113732596,16277151,3.105,3.535,1.94
1770113737603,23352985,4.454,3.505,1.92
1770113742586,28308518,5.399,3.566,1.95
1770113747592,32776786,6.252,3.687,1.85
1770113752616,43047644,8.211,3.705,1.88
1770113782593,53782937,10.258,3.784,1.95
1770113786823,53743876,10.251,3.806,1.89
1770113792623,44788638,8.543,3.806,1.86
1770113797593,43820798,8.358,3.875,1.87
1770113802578,29038641,5.539,3.817,1.88
1770113807605,24621248,4.696,3.866,1.87
1770113812623,21789107,4.156,3.931,1.88
1770113817599,30451720,5.808,3.927,1.89
1770113822610,32206052,6.143,3.906,1.89
1770113827627,21561459,4.113,4.027,1.94
1770113832612,21591831,4.118,4.102,1.94
1770113837629,23737948,4.528,4.126,1.98
1770113842601,34898480,6.656,4.109,1.96
1770113847594,28424401,5.422,4.085,1.94
1770113852598,28443198,5.425,3.999,1.91
1770113910747,21574441,4.115,4.06,1.83
1770113911811,21574441,4.115,4.06,1.83
1770113913127,8672213,1.654,4.126,1.87
1770113913218,8672213,1.654,4.126,1.87
1770113918105,9816615,1.872,4.06,1.89
1770113923103,10808680,2.062,3.942,1.96
1770113928600,8265846,1.577,3.99,1.96
1770113933594,3303219,0.63,4.06,2.0
1770113938605,3298919,0.629,4.011,1.96
1770113943593,3950812,0.754,3.963,1.96
1770113948595,4014451,0.766,4.042,2.0
1770113953598,3898667,0.744,4.067,2.02
1770113958608,2718120,0.518,4.072,2.04
1770113963666,4190303,0.799,3.992,1.98
1770113968592,5580629,1.064,3.95,1.94
1770113973596,5547026,1.058,3.921,2.0
1770113978583,6027819,1.15,3.871,1.98
1770113983597,6554716,1.25,3.854,2.02
1770113995169,10970073,2.092,3.822,1.98
1770113997254,10970073,2.092,3.822,1.98
1770113997356,10970073,2.092,3.822,1.98
1770114002277,10200598,1.946,3.919,1.84
1770114002366,10200598,1.946,3.919,1.84
1770114007263,10619897,2.026,3.898,1.89
1770114009455,9593518,1.83,4.028,1.88
1770114009535,9593518,1.83,4.028,1.88
1770114011388,9593518,1.83,4.028,1.88
1770114011459,9593518,1.83,4.028,1.88
1770114011983,9593518,1.83,4.028,1.88
1770114012094,9593518,1.83,4.028,1.88
1770114017605,10383593,1.981,4.026,1.86
1770114022604,11481464,2.19,4.079,1.85
1770114026937,8437893,1.609,4.095,1.87
1770114027951,8437893,1.609,4.095,1.87
1770114028040,8437893,1.609,4.095,1.87
1770114033606,7565512,1.443,4.104,1.86
1770114038591,7553814,1.441,4.017,1.87
1770114043598,5726629,1.092,3.959,1.84
1770114048587,4063247,0.775,4.054,1.89
1770114053614,4037286,0.77,4.031,1.91
1770114058584,4032784,0.769,3.993,1.9
1770114063589,2550939,0.487,4.004,1.92
1770114068599,2640309,0.504,4.013,1.98
1770114073005,2640309,0.504,4.013,1.98
1770114078596,614528,0.117,4.073,1.92
1770114083586,727793,0.139,4.054,1.9
1770114088596,833978,0.159,4.009,1.94
1770114093594,1119334,0.213,3.922,1.89
1770114098581,1347459,0.257,3.825,1.82
1770114103589,1709851,0.326,3.817,1.87
1770114108609,5413207,1.032,3.864,1.93
1770114113586,8219774,1.568,3.928,1.9
1770114118594,11116888,2.12,3.939,1.88
1770114123586,13954826,2.662,4.079,1.83
1770114128585,13954826,2.662,4.079,1.83
1770114132946,14455185,2.757,4.051,1.83
1770114138597,17740901,3.384,4.145,1.87
1770114143582,19958123,3.807,4.165,1.9
1770114148581,22132123,4.221,4.188,1.9
1770114153585,21428157,4.087,4.243,1.94
1770114158591,18449647,3.519,4.298,1.92
1770114163594,20050822,3.824,4.327,2.0
1770114168599,22416665,4.276,4.357,2.0
1770114173600,19684400,3.755,4.293,2.0
1770114178598,23177947,4.421,4.189,2.0
1770114183591,22916116,4.371,4.183,2.02
1770114188599,26019092,4.963,4.141,2.0
1770114192946,22475295,4.287,4.16,2.13
1770114197946,20366008,3.885,4.173,2.08
1770114203591,21819297,4.162,4.163,2.05
1770114208592,19424005,3.705,4.126,2.03
1770114213586,19495851,3.719,4.16,2.0
1770114218595,15032556,2.867,4.161,2.0
1770114223590,15146700,2.889,4.179,1.95
1770114228591,14220883,2.712,4.056,1.84
1770114233590,7203124,1.374,4.147,1.89
1770114238585,7566226,1.443,4.109,1.85
1770114243593,7869825,1.501,4.107,1.84
1770114248579,7987289,1.523,4.105,1.91
1770114253590,4118306,0.786,4.169,1.88
1770114258587,5772582,1.101,4.221,1.92
1770114272580,5439401,1.037,4.139,1.82
1770114274260,5439401,1.037,4.139,1.82
1770114277953,5302968,1.011,4.135,1.85
1770114282948,3683138,0.703,4.097,1.85
1770114287954,3551588,0.677,4.121,1.84
1770114293598,3526234,0.673,4.067,1.81
1770114298595,3393587,0.647,4.017,1.8
1770114303586,3183660,0.607,4.032,1.82
1770114308612,2729603,0.521,4.037,1.84
1770114313611,2894533,0.552,4.032,1.87
1770114318610,5589391,1.066,3.937,1.9
1770114323600,3762983,0.718,3.958,1.95
1770114328598,4621864,0.882,3.999,1.95
1770114333587,10252196,1.955,3.943,2.0
1770114338583,10410305,1.986,3.893,2.0
1770114343578,10668149,2.035,3.868,2.0
1770114348591,13655388,2.605,3.785,1.97
1770114362038,14934135,2.848,3.823,1.94
1770114362964,14934135,2.848,3.823,1.94
1770114367963,18600204,3.548,3.853,1.91
1770114372951,19753249,3.768,3.811,1.91
1770114377973,17297788,3.299,3.885,1.85
1770114382961,17231286,3.287,3.891,1.89
1770114387974,20828618,3.973,3.927,1.85
1770114392954,18617344,3.551,3.907,1.87
1770114397954,18457818,3.521,3.982,1.88
1770114402946,18191197,3.47,4.002,1.88
1770114407957,25330087,4.831,3.991,1.84
1770114412958,23805137,4.54,3.993,1.82
1770114417965,23386756,4.461,4.009,1.82
1770114422959,22705144,4.331,4.053,1.8
1770114427935,26163214,4.99,4.008,1.85
1770114432957,26149204,4.988,3.999,1.85
1770114437957,20398499,3.891,4.055,1.81
1770114442955,20350000,3.881,4.026,1.81
1770114447956,23636488,4.508,4.05,1.81
1770114452958,23634893,4.508,4.025,1.82
1770114457953,23625073,4.506,4.014,1.82
1770114462962,15712272,2.997,4.006,1.88
1770114467958,19014661,3.627,3.965,1.92
1770114472957,19024627,3.629,3.979,1.95
1770114477968,10434019,1.99,4.025,1.95
1770114482995,10456070,1.994,4.084,1.95
1770114487949,9457255,1.804,4.061,1.95
1770114492953,9451133,1.803,4.049,1.93
1770114497959,9448130,1.802,4.063,1.95
1770114502964,9435069,1.8,4.134,1.87
1770114507942,6121728,1.168,4.135,1.82
1770114512957,6138850,1.171,4.182,1.81
1770114517970,6136425,1.17,4.136,1.78
1770114522953,3282804,0.626,4.114,1.81
1770114527967,6237571,1.19,3.902,1.69
1770114532960,8399573,1.602,3.985,1.76
1770114537957,11109071,2.119,3.967,1.78
1770114543611,12453969,2.375,3.961,1.77
1770114548591,14104738,2.69,4.022,1.83
1770114553586,18542930,3.537,4.021,1.89
1770114558592,18551197,3.538,4.029,1.93
1770114562977,21308817,4.064,4.01,1.95
1770114564128,21308817,4.064,4.01,1.95
1770114564218,21308817,4.064,4.01,1.95
1770114569118,21309759,4.065,3.985,1.95
1770114574132,21306292,4.064,4.02,2.03
1770114576087,21306292,4.064,4.02,2.03
1770114576155,21306292,4.064,4.02,2.03
1770114578972,21317436,4.066,4.006,2.0
1770114579051,21317436,4.066,4.006,2.0
1770114583982,20990532,4.004,4.016,1.97
1770114589585,24010136,4.58,4.074,2.0
1770114594595,21039285,4.013,4.109,1.98
1770114599590,18855439,3.596,4.192,2.03
1770114604592,16125814,3.076,4.237,2.03
1770114609581,19220626,3.666,4.246,2.0
1770114614590,19199834,3.662,4.286,2.0
1770114619599,13125320,2.503,4.263,1.93
1770114623987,13137112,2.506,4.192,1.91
1770114624102,13137112,2.506,4.192,1.91
1770114624212,13137112,2.506,4.192,1.91
1770114629602,13139739,2.506,4.263,1.78
1770114634607,13132016,2.505,4.28,1.82
1770114639603,13130845,2.505,4.294,1.84
1770114645117,13105132,2.5,4.297,1.84
1770114651455,9993944,1.906,4.442,1.95
1770114654594,3387983,0.646,4.449,1.94
1770114659121,3809170,0.727,4.407,1.98
1770114664387,1759560,0.336,4.356,2.04
1770114664490,1759560,0.336,4.356,2.04
1770114669376,1804204,0.344,4.316,2.02
1770114674375,2068501,0.395,4.327,1.97
1770114679370,2196885,0.419,4.293,1.95
1770114681636,2196885,0.419,4.293,1.95
1770114681696,2196885,0.419,4.293,1.95
1770114684127,2320294,0.443,4.056,1.87
1770114684267,2320294,0.443,4.056,1.87
1770114689083,2412429,0.46,4.111,1.98
1770114689143,2412429,0.46,4.111,1.98
1770114691126,2412429,0.46,4.111,1.98
1770114691184,2412429,0.46,4.111,1.98
1770114692116,2412429,0.46,4.111,1.98
1770114692205,2412429,0.46,4.111,1.98
1770114694655,2374442,0.453,4.063,1.98
1770114694749,2374442,0.453,4.063,1.98
1770114700607,4272541,0.815,4.121,1.96
1770114705125,7502684,1.431,4.09,1.9
1770114706543,7502684,1.431,4.09,1.9
1770114706668,7502684,1.431,4.09,1.9
1770114707233,7502684,1.431,4.09,1.9
1770114707319,7502684,1.431,4.09,1.9
1770114712248,10636672,2.029,4.135,1.92
1770114714778,15218128,2.903,4.112,1.94
1770114714860,15218128,2.903,4.112,1.94
1770114717213,15218128,2.903,4.112,1.94
1770114717287,15218128,2.903,4.112,1.94
1770114722416,24581962,4.689,4.044,1.9
1770114724316,24537390,4.68,4.102,1.86
1770114724395,24537390,4.68,4.102,1.86
1770114729584,33110385,6.315,4.02,1.84
1770114734594,33812322,6.449,4.05,1.85
1770114739588,33219000,6.336,4.083,1.83
1770114744605,30841001,5.882,4.096,1.83
1770114749595,27509777,5.247,4.145,1.79
1770114754590,35988786,6.864,4.108,1.78
1770114759592,35870769,6.842,4.1,1.76
1770114764589,32640093,6.226,4.121,1.78
1770114769600,27894013,5.32,4.14,1.78
1770114774587,18340374,3.498,4.176,1.88
1770114779590,26086094,4.976,4.154,1.94
1770114784596,25956103,4.951,4.032,2.0
1770114812531,25045035,4.777,3.914,2.02
1770114814288,25731155,4.908,3.896,2.0
1770114819621,26234562,5.004,3.878,1.95
1770114824608,23601485,4.502,3.924,1.87
1770114829612,24097350,4.596,3.942,1.87
1770114834595,24238235,4.623,3.927,1.87
1770114839595,24526215,4.678,3.834,1.82
1770114844604,19918494,3.799,3.858,1.82
1770114844659,19918494,3.799,3.858,1.82
1770114850589,12694321,2.421,3.983,1.9
1770114855605,12012754,2.291,4.082,1.88
1770114860606,11081528,2.114,4.213,1.92
1770114865597,11416596,2.178,4.198,1.86
1770114870581,5722987,1.092,4.149,1.8
1770114875586,5608200,1.07,4.168,1.83
1770114932595,46418488,8.854,3.985,1.93
1770114974290,67856257,12.943,4.03,1.86
1770114974611,67856257,12.943,4.03,1.86
1770114976960,47421434,9.045,4.034,1.93
1770114977036,47421434,9.045,4.034,1.93
1770114981973,48142321,9.182,4.031,1.95
1770114984486,48142321,9.182,4.031,1.95
1770114984564,48142321,9.182,4.031,1.95
1770114985982,53073402,10.123,3.969,1.98
1770114986056,53073402,10.123,3.969,1.98
1770114987677,53073402,10.123,3.969,1.98
1770114987754,53073402,10.123,3.969,1.98
1770114992691,45945390,8.763,3.96,1.98
1770114998592,37479065,7.149,4.02,2.02
1770115003582,41593619,7.933,4.003,2.0
1770115008604,56380634,10.754,3.959,1.97
1770115013588,59934064,11.432,3.955,2.0
1770115018589,54138731,10.326,3.919,1.97
1770115023597,55227882,10.534,3.862,1.97
1770115028577,57159735,10.902,3.865,1.92
1770115033598,67774710,12.927,3.963,1.95
1770115038600,63696711,12.149,3.986,1.97
1770115043589,62192605,11.862,3.954,1.97
1770115047679,67435096,12.862,3.984,1.97
1770115052687,62711449,11.961,4.022,2.0
1770115057698,62785582,11.975,4.031,2.03
1770115058652,62785582,11.975,4.031,2.03
1770115058739,62785582,11.975,4.031,2.03
1770115063673,63223987,12.059,4.046,1.97
1770115066778,63522253,12.116,4.019,2.0
1770115066859,63522253,12.116,4.019,2.0
1770115067710,63522253,12.116,4.019,2.0
1770115067806,63522253,12.116,4.019,2.0
1770115072717,56549502,10.786,4.024,1.92
1770115078596,41759090,7.965,4.036,1.9
1770115081454,38374750,7.319,4.034,1.88
1770115081542,38374750,7.319,4.034,1.88
1770115086591,34559969,6.592,4.072,1.9
1770115091575,34559969,6.592,4.072,1.9
1770115096609,41077012,7.835,4.09,1.88
1770115101589,29833806,5.69,4.082,1.88
1770115106601,34956413,6.667,4.049,1.87
1770115111591,40427161,7.711,4.0,1.82
1770115116598,40144578,7.657,4.013,1.8
1770115121590,39941337,7.618,4.02,1.8
1770115126587,46895248,8.945,3.959,1.79
1770115131587,37481720,7.149,3.861,1.76
1770115136600,37413038,7.136,3.861,1.78
1770115141463,37135283,7.083,3.939,1.82
1770115146463,39995073,7.628,3.872,1.84
1770115151459,40377024,7.701,3.931,1.92
1770115156467,40542619,7.733,3.86,1.97
1770115161586,40568114,7.738,3.885,1.97
1770115165613,35350604,6.743,3.873,2.0
1770115165824,35350604,6.743,3.873,2.0
1770115170582,26782548,5.108,3.881,2.09
1770115175580,26848220,5.121,3.882,2.09
1770115177865,21727966,4.144,3.906,2.06
1770115177938,21727966,4.144,3.906,2.06
1770115183596,16296331,3.108,3.858,2.06
1770115187881,21849427,4.167,3.867,2.06
1770115189309,21849427,4.167,3.867,2.06
1770115189387,21849427,4.167,3.867,2.06
1770115194355,21849188,4.167,3.84,2.06
1770115199318,14503253,2.766,3.949,2.06
1770115204593,14509299,2.767,3.949,2.06
1770115209592,20494944,3.909,3.956,2.0
1770115214596,21762790,4.151,3.956,2.0
1770115219603,18485237,3.526,3.965,1.97
1770115224596,18048075,3.442,3.926,1.89
1770115229595,17713175,3.379,3.951,1.88
1770115234594,20934588,3.993,3.869,1.82
1770115239591,16940210,3.231,3.912,1.84
1770115244580,17426075,3.324,3.811,1.85
1770115249344,17758344,3.387,3.776,1.88
1770115254323,18098293,3.452,3.827,1.9
1770115259599,18537693,3.536,3.8,1.84
1770115264317,13216175,2.521,3.815,1.92
1770115269584,13285015,2.534,3.779,1.97
1770115274446,6395204,1.22,3.772,1.92
1770115274523,6395204,1.22,3.772,1.92
1770115279303,6795774,1.296,3.774,1.89
1770115279395,6795774,1.296,3.774,1.89
1770115279967,6795774,1.296,3.774,1.89
1770115280047,6795774,1.296,3.774,1.89
1770115281277,6795774,1.296,3.774,1.89
1770115281346,6795774,1.296,3.774,1.89
1770115281893,6795774,1.296,3.774,1.89
1770115282028,6795774,1.296,3.774,1.89
1770115287425,6984081,1.332,3.777,1.92
1770115287631,6984081,1.332,3.777,1.92
1770115292333,11369241,2.169,3.76,1.97
1770115297617,18248264,3.481,3.88,1.95
1770115302365,29147940,5.56,3.956,1.97
1770115307598,30552043,5.827,4.005,2.0
1770115312583,32756574,6.248,3.972,1.95
1770115317601,32588317,6.216,3.937,1.97
1770115322610,32898303,6.275,3.883,1.92
1770115327610,36229376,6.91,3.948,1.95
1770115332655,45122808,8.606,3.997,1.95
1770115337591,45005464,8.584,3.967,1.95
1770115342632,30295759,5.778,3.964,1.97
1770115347639,19706223,3.759,3.918,2.0
1770115351276,23943416,4.567,3.874,1.85
1770115351430,23943416,4.567,3.874,1.85
1770115352213,23943416,4.567,3.874,1.85
1770115352309,23943416,4.567,3.874,1.85
1770115357222,21152317,4.034,3.868,1.82
1770115362202,20575505,3.924,3.892,1.85
1770115367235,20609246,3.931,3.938,1.83
1770115372605,26042125,4.967,3.858,1.89
1770115377596,14393586,2.745,3.898,1.92
1770115382599,14143709,2.698,3.901,1.92
1770115387582,14066481,2.683,3.869,1.9
1770115392609,14045912,2.679,3.803,1.85
1770115397592,26321181,5.02,3.776,1.85
1770115402600,21956096,4.188,3.781,1.83
1770115407592,21563125,4.113,3.772,1.85
1770115412596,21541400,4.109,3.787,1.9
